dBLUE,dDVI,dEVI,dGREEN,dLSWI,dNBR,dNBR2,dNBR_,dNDRE1,dNDSI,dNDVI,dNDWI,dNIR,dPEP,dRDFI,dRED,dRED1,dRED2,dRED3,dRED4,dRVI,dSAVI,dSWIR1,dSWIR2,Landcover
-142.5,748.5,-0.037670974,-176,0.029582399,0.077717848,0.293076635,-0.033843807,0.124157309,0.120136994,0.09452121,-0.120742529,615,-1.624969539,-0.368091394,-133.5,-201.5,343.5,564,540.5,0.736182788,0.1417842,0.5,-64.5,2
-238,-38,-0.381808336,-290.5,0.040520809,0.097809754,0.327575851,-0.043641365,0.136100846,0.13795062,0.10493339,-0.137969233,-231.5,-1.856629524,0.061064516,-193.5,-405,-371,-333.5,-367,-0.122129031,0.157344331,-457,-236.5,2
-735.5,706,-1.821147933,-660.5,0.02952217,0.110451641,0.365246561,-0.036459702,0.210490491,0.26474224,0.24893828,-0.25001489,113,-3.976880413,0.440804639,-593,-641.5,-95.5,125,277.5,-0.881609278,0.373349248,-305.5,-279.5,2
-491.5,-603.5,-0.733748365,-504,-0.005441788,0.011493835,0.297065573,0.02961633,0.12928776,0.189784433,0.14058907,-0.151157829,-1007.5,-0.544216941,-0.047963957,-404,-514.5,-721,-1227,-1101.5,0.095927915,0.210802098,-310,-233.5,2
-408.5,-1073.5,-0.950404763,-491,-0.04144978,-0.014720641,0.23441838,0.031374037,0.143019651,0.196861319,0.12849209,-0.160367064,-1405.5,-1.030616179,-1.64888677,-332,-608.5,-1064,-1389,-1417,3.29777354,0.192530919,-596,-311.5,2
-388.5,554.5,-0.715098001,-339.5,0.031092533,0.107041423,0.359563634,-0.042984337,0.147509599,0.156994221,0.16136032,-0.150712656,217.5,-3.020579435,0.284017864,-337,-385,-12.5,251.5,58.5,-0.568035728,0.242006085,-299,-243.5,2
-309.5,-205.5,0.735567527,-413.5,0.018428685,0.062725542,0.32112994,-0.009383673,0.162622885,0.125357969,0.19685277,-0.117354097,-742.5,-0.947646131,-0.103847387,-537,-680,-696.5,-845,-1008,0.207694774,0.295192066,-628.5,-316.5,2
-148.5,1381.5,-0.32102481,-61.5,0.063489233,0.079202311,0.318874451,-0.029039059,0.09770645,0.087353146,0.09018954,-0.097734759,1291.5,-1.528821956,0.631190187,-90,-39.5,629.5,855,1058,-1.262380374,0.135317124,269.5,46.5,2
-300.5,146,-0.494021245,-276.5,0.010520934,0.105217797,0.311270744,-0.068220973,0.15035045,0.145541617,0.12027482,-0.129404778,-86.5,-2.614356561,0.128427574,-232.5,-377.5,-123.5,18.5,147,-0.256855149,0.180368661,-329.5,-268.5,2
-297.5,512,-0.689594371,-174,-0.005662941,-0.027342731,0.24425404,0.045301142,0.047694838,0.09079177,0.061161052,-0.074500233,375.5,-1.136010121,0.095167476,-136.5,-46.5,342.5,386.5,419,-0.190334952,0.091738377,285,174.5,2
-133,718.5,-0.263201702,-128,0.057162554,0.07166961,0.306610376,-0.033545943,0.086626577,0.087542393,0.062288176,-0.093588023,641,-2.639994401,-0.228898665,-77.5,-141,183,579.5,578,0.45779733,0.093445884,64,-40,2
-396.5,1244,-0.333057652,-345,0.034277228,0.114328298,0.323554566,-0.044480991,0.161034179,0.187329358,0.1776505,-0.17606413,891.5,-3.503645705,-7.972214252,-352.5,-309.5,480.5,969.5,875.5,15.9444285,0.266462029,-1.5,-142.5,2
-370.5,-418,-0.585837322,-367,0.022612266,0.035349933,0.284647344,-1.88E-04,0.138727216,0.121362395,0.11574336,-0.114758116,-721,-2.254852328,-0.339223048,-303,-569.5,-697.5,-667,-716.5,0.678446095,0.173541176,-427,-234.5,2
-322.5,53.5,-0.404213484,-380,0.026717731,0.064802819,0.335362394,-0.019680687,0.17695398,0.177113249,0.14061037,-0.165848313,-227.5,-2.390927409,0.400675813,-281,-506.5,-324.5,-223,-200.5,-0.801351626,0.210856802,-261.5,-188.5,2
-440.5,453,-0.27863767,-448,0.09493133,0.172532758,0.374574983,-0.077753601,0.161772306,0.161044658,0.18989089,-0.184625524,37,-3.179876024,24.14142212,-416,-595.5,-503.5,-295.5,-282,-48.28284424,0.284785985,-639,-457,2
-417.5,-1394,-0.751666599,-493,-0.015012906,-0.055212648,0.203422347,0.04942476,0.064892576,0.108545812,0.07557714,-0.088364707,-1735,-0.788888522,-0.209527084,-341,-593,-1379,-1664,-1698,0.419054169,0.113203307,-651,-292.5,2
-150,664,-0.063526197,-82.5,0.00409669,0.056757111,0.270735519,-0.020772889,0.046018148,0.071096074,0.09007887,-0.063199697,505.5,-0.541206662,-0.026831256,-158.5,-5,383,381,387,0.053662513,0.135114321,-101.5,-45.5,2
791.5,535,3.289811393,530.5,0.023941038,-0.098054645,0.073752144,0.053916493,-0.05408753,-0.136734946,-0.11491672,0.105753568,1038,3.135046715,-0.054995856,503,460,695,668,627,0.109991712,-0.172312931,427,716.5,2
-187,847,0.190933267,-223.5,0.06713715,0.129650781,0.355866055,-0.071020134,0.149894042,0.112383695,0.12447434,-0.119484754,607.5,-2.348939603,-0.03819389,-239.5,-361,49,355.5,343,0.07638778,0.186702555,-356.5,-249,2
-162,1171,0.397296244,-190,0.056585162,0.21857862,0.340925142,-0.126132642,0.201239192,0.156908339,0.17224264,-0.157334656,936.5,-2.709943351,-0.046288772,-234.5,-292,446,802.5,702.5,0.092577544,0.258361317,-367,-306.5,2
-246,-265.5,1.911666059,-407,0.001705834,0.089121592,0.319597022,-0.049623568,0.064243051,0.158823444,0.17876996,-0.138482302,-672,-1.956268227,0.141860284,-406.5,-311.5,-550.5,-485,-675,-0.283720569,0.268053706,-675,-326.5,2
-210,1449,0.136141709,-235.5,0.008416748,0.118783143,0.299087869,-0.058820097,0.173154616,0.156612159,0.1446897,-0.144516082,1184.5,-1.352101554,-0.192572082,-264.5,-268.5,938.5,1146,1180,0.385144165,0.217034573,-146.5,-115.5,2
-258.5,-704.5,0.026971883,-354.5,0.019959328,0.022323406,0.255652165,-0.014334181,0.108884561,0.100806338,0.09736777,-0.095942348,-979.5,-1.543447046,0.027885047,-275,-544,-902.5,-989.5,-768,-0.055770094,0.145966525,-540,-292,2
-231.5,472,-0.083555606,-272.5,0.041679629,0.049282514,0.276835462,-0.039157217,0.105295135,0.125301526,0.10780082,-0.119003992,239.5,-5.045149957,-0.006816575,-232.5,-291.5,-81,798.5,726.5,0.013633149,0.161682766,-273.5,-96,2
-268,-1500.5,0.18258316,-472.5,0.035206995,-0.009556978,0.256546461,0.005811732,0.112519911,0.09105961,0.06009938,-0.09742715,-1772.5,-3.236459639,-0.232244364,-272,-744.5,-1635,-1549,-1681,0.464488728,0.089967666,-715,-332,2
-47.5,2238,0.092465394,-44.5,0.062001263,0.050009501,0.305056494,-0.01663258,0.092068859,0.099147839,0.08824881,-0.110253063,2161,-2.610215776,-0.137842394,-77,58,1213,1958.5,2121,0.275684789,0.132409637,877,289.5,2
-221,-52.5,-0.095874969,-293,0.060921583,0.051266759,0.299586489,-0.014679599,0.1158272,0.101742782,0.09505438,-0.109968649,-271.5,-2.768841368,0.102229172,-219,-431,-567.5,-310,-387,-0.204458344,0.142542481,-447,-188.5,2
-131,817.5,-0.024922874,-110.5,0.050778788,0.071654843,0.292958219,-0.017504397,0.112672888,0.076491414,0.0880214,-0.089512457,690.5,-1.956258871,0.026913688,-127,-215,248,563.5,314,-0.053827375,0.132037068,-115,-45,2
-250.5,-910,-0.133458863,-400.5,0.093164349,0.007388026,0.230880033,0.03013056,0.028431604,0.065362279,0.06854355,-0.102594233,-1157,-3.694054126,0.206636496,-247,-580.5,-1405,-1100,-1490,-0.413272991,0.102716187,-652.5,-312,2
-182,147,-0.208212021,-271,0.044401931,0.00561954,0.277560794,0.016211034,0.093840178,0.105194291,0.07124588,-0.110236905,-8.5,-2.377840494,0.084561282,-155.5,-353,-276.5,34.5,18,-0.169122564,0.106849038,45,-17,2
-198.5,-658,0.016341551,-260,0.026309558,0.058232235,0.305169672,-0.032961249,0.036822354,0.080903328,0.085174225,-0.07841588,-871,-1.426006588,-0.332698405,-213,-300.5,-799,-862.5,-901,0.665396809,0.127665482,-633,-280.5,2
665.5,935,4.79534474,465.5,0.042051291,0.026486261,0.170870705,-0.031585252,0.049940818,-0.08400189,-0.00607381,0.045585827,1216,1.737648381,0.208259121,281,167.5,704,870.5,912,-0.416518242,-0.00907518,256.5,328,2
3924.5,-1540.5,-4.124364086,3640.5,-0.061890078,-0.308045365,-0.040461683,0.063131015,-0.393628747,-0.574207827,-0.68820703,0.585499322,2167,8.675583635,-0.008061444,3707.5,3336.5,2293,1925.5,1533.5,0.016122889,-1.032141509,1899.5,1815.5,2
-343.5,-285,0.037913943,-408.5,-0.011181469,0.103635357,0.309089915,-0.058494263,0.213886303,0.171419067,0.16203986,-0.143533537,-659,-1.822322827,-0.658488805,-374,-649.5,-481.5,-484,-564,1.31697761,0.242967568,-657,-414.5,2
-199,226.5,0.394528291,-335,0.078175132,0.156077554,0.325093403,-0.097526784,0.131937662,0.117131013,0.13650832,-0.136421377,-71,-2.623561305,0.04753616,-297.5,-513,-513.5,-217,-161,-0.095072321,0.204721075,-846,-452,2
-172.5,839,0.03313718,-208.5,0.083698313,0.130731668,0.351359452,-0.070335821,0.137938433,0.099248862,0.10371334,-0.114618606,648.5,-3.606074523,0.015565719,-190.5,-343,-26,539,329.5,-0.031131438,0.155567768,-373.5,-246.5,2
-315,-333,0.959210723,-496.5,0.066872389,0.29950929,0.318788033,-0.169668943,0.2731294,0.217416134,0.28202343,-0.221409812,-872,-3.118225932,0.163989119,-539,-812.5,-916,-897,-1097,-0.327978237,0.422805392,-1432,-989,2
-229.5,-323,0.205805422,-362,0.014275512,0.065130009,0.220015978,-0.008270184,0.164076274,0.17556288,0.1476202,-0.162016911,-605.5,-1.265729821,0.129763446,-282.5,-513.5,-569.5,-671.5,-764.5,-0.259526891,0.221313053,-576.5,-336,2
-217,186,0.293018512,-340,0.068241543,0.161861502,0.317154137,-0.075773643,0.144060262,0.139278869,0.1534781,-0.159895555,-104,-1.656618562,-0.131195759,-290,-512,-411.5,-333,-353.5,0.262391518,0.230158558,-630.5,-421,2
-146,329,0.187927193,-183,0.029342948,0.138457534,0.312814541,-0.09795771,0.169087264,0.103866516,0.10611461,-0.097657278,139,-2.714154868,0.006231362,-190,-374.5,-42,268,190,-0.012462725,0.159146599,-524.5,-314.5,2
-362.5,-1482.5,0.200534536,-565,0.056510155,0.072215561,0.316247014,-0.012926514,0.157376963,0.124277186,0.14283122,-0.133483982,-1885,-1.336941651,-0.126891885,-402.5,-928.5,-1736,-1987,-2173,0.25378377,0.214018531,-1069.5,-492,2
-234.5,268,0.248084431,-318.5,0.001293528,0.155308827,0.37538363,-0.099898345,0.096476731,0.146432177,0.13592567,-0.129355961,-31,-0.835590474,-0.441174458,-299,-272,-34,-100,-9,0.882348917,0.203850103,-526,-438.5,2
-158,262.5,-0.098843927,-229,0.042997059,0.052612395,0.304522674,-0.013964154,0.099524758,0.094076282,0.072238974,-0.09913226,113,-1.894402292,0.024555868,-149.5,-327,-172.5,62.5,-110,-0.049111736,0.108343722,-211,-119.5,2
-87.5,-379,-0.206380847,-148,0.047391863,-0.073837121,0.164591048,0.087907639,0.017918362,0.027187316,0.016072415,-0.044148936,-439.5,-1.579473897,0.111206724,-60.5,-222,-608.5,-466.5,-634,-0.222413448,0.024074402,-183,63,2
-158,-970.5,-0.124596952,-296.5,0.040863236,-0.045181734,0.178095352,0.044161957,0.07591273,0.080184268,0.041056983,-0.086494457,-1130,-0.862289582,-0.086286611,-159.5,-471,-1090,-1293,-1227,0.172573222,0.061457224,-434,-216.5,2
-99,206.5,0.201253469,-169.5,0.044717841,0.112164925,0.352952843,-0.053844869,0.097303371,0.069182681,0.0715996,-0.075388982,58,-0.171081392,-0.006821288,-148.5,-286,-208.5,-308,-379,0.013642575,0.107382154,-406.5,-304.5,2
-185.5,142,0.051497323,-291,0.055569908,0.074381955,0.320595338,-0.035325066,0.090748262,0.108392081,0.09305736,-0.115548983,-67,-1.383657822,-0.238918724,-209,-339,-394,-327,-184,0.477837447,0.139558125,-462.5,-213,2
-156,-713,0.005954597,-312.5,0.012116978,-0.002274243,0.238323921,0.021722403,0.085460656,0.104371464,0.062171787,-0.097036832,-889.5,-1.042645658,-0.43695834,-176.5,-449.5,-804,-921,-1025.5,0.87391668,0.093171046,-444.5,-193.5,2
-195,-1669.5,-0.006009877,-372,0.028367248,0.0197993,0.277187749,-0.01496303,0.103241357,0.081183186,0.046054795,-0.079001755,-1880,-2.9983682,-0.043245263,-210.5,-658.5,-1629.5,-1576.5,-1821,0.086490525,0.068918726,-855,-481,2
-41,1176.5,0.216782636,-48.5,0.002476451,0.032626689,0.271971625,-0.00837692,0.124199651,0.095172208,0.07463823,-0.079591034,1100.5,-0.882801516,-0.079853965,-76,-40,843,1067,1049,0.15970793,0.111988428,358.5,142.5,2
-117.5,-264,0.053634303,-229,0.046427661,0.059539045,0.242941309,-0.013362917,0.064234899,0.08165975,0.06274967,-0.092939255,-413.5,-0.992784956,-0.007504175,-149.5,-348.5,-548,-516,-616,0.01500835,0.094069586,-408,-253.5,2
-196,444,-0.051231188,-271.5,0.047641975,0.082125718,0.334053192,-0.033529807,0.180607637,0.144138826,0.107719555,-0.13434953,241,-2.381577638,0.036102535,-203,-427,-80,123,45,-0.072205069,0.161559866,-248.5,-161.5,2
-191,1246.5,0.33543447,-253,0.066874709,0.170613056,0.344969061,-0.111142925,0.167907503,0.166340095,0.16484115,-0.165358079,980.5,-4.635828817,-0.42208375,-266,-277,396,1175,1177,0.8441675,0.247260482,-201.5,-231.5,2
-162.5,1002,-0.006735108,-160,0.043899194,0.116791308,0.335083082,-0.05716822,0.12466212,0.11253164,0.112531,-0.112352343,824,-1.357938031,-0.13489618,-178,-193,372,521,552,0.26979236,0.168799582,-184,-149,2
-296,-780,1.789701767,-505,-0.065017706,0.164148473,0.300253176,-0.111673328,0.179412166,0.162189592,0.17918319,-0.114698831,-1289.5,0.04063524,-0.06036208,-509.5,-740.5,-790.5,-1056,-1317.5,0.120724161,0.268641654,-1589.5,-847,2
-28.5,1356.5,0.147277292,-35,0.047208678,0.050568791,0.284812141,-0.02591194,0.04052089,0.065509463,0.073003106,-0.076964955,1286,-1.68520895,-0.037598204,-70.5,90.5,660.5,1145.5,1350,0.075196409,0.109523576,330,110.5,2
-181.5,753.5,-0.11625928,-197,0.040972486,0.079219483,0.334888021,-0.046858449,0.140346715,0.109025054,0.09564739,-0.108872929,581.5,-1.458580889,-0.176798726,-172,-306.5,197.5,340.5,686,0.353597451,0.143468407,-75,-108,2
-846,-127,0.130355874,-811,-0.102081651,0.174516062,0.166555327,-0.099730378,0.196134641,0.227760629,0.20121013,-0.142613415,-1079,-1.926579003,-0.172840786,-952,-918,-512,-694,-823,0.345681573,0.301723893,-1438,-1151,2
643,-222.5,-0.919207999,628,-0.011576733,-0.244446075,-0.057856819,0.149748643,-0.168608431,-0.169999488,-0.27377987,0.166119101,646.5,1.875552455,-0.175376576,869,830.5,639,718,478,0.350753151,-0.410579329,679.5,1078.5,2
-141.5,15.5,0.344135101,-241,0.025500997,0.143704041,0.341564494,-0.097252021,0.136560491,0.106261207,0.102013096,-0.102692915,-196,-1.921852614,-0.201441133,-211.5,-384.5,-293,-133,-241,0.402882267,0.152976404,-581,-399,2
-178,291.5,-0.012519368,-201.5,0.00712942,0.163138528,0.301452584,-0.099840513,0.122092911,0.144383525,0.13201232,-0.137022248,113,-1.701728864,0.258521826,-178.5,-221,71,176.5,134.5,-0.517043652,0.197974619,-387,-272.5,2
-292.5,-436.5,-0.668144968,-330,0.002642937,0.043711465,0.192413627,-0.027020814,0.09194967,0.191178206,0.13470387,-0.177051094,-671,-3.054017777,0.110022528,-234.5,-401.5,-602,-549.5,-403.5,-0.220045057,0.201858592,-506,-296.5,2
-148,-640,-0.131216891,-222,0.013134423,0.098921706,0.277696024,-0.048187554,0.149640239,0.130393795,0.09545493,-0.111642983,-807,-1.413646311,-0.604587912,-167,-377,-645.5,-754,-914.5,1.209175824,0.142935863,-643,-347,2
-109.5,713.5,0.798922709,-120.5,0.043232789,0.288425366,0.305228779,-0.180474748,0.243728657,0.151764132,0.23228586,-0.1438642,476,-1.927409581,-0.077013806,-237.5,-277.5,224,347.5,290,0.154027612,0.348378595,-371.5,-379,2
-107.5,290.5,-0.098365108,-123,0.034435272,0.076660417,0.187661746,-0.019250257,0.075985523,0.117092704,0.094031245,-0.121923706,204.5,-1.295210223,-0.413036769,-86,-95.5,61.5,119,148.5,0.826073539,0.14102862,9.5,-59.5,2
2390.5,428,0.302659031,2473.5,0.020182045,-0.218601962,-0.119335914,0.051091072,-0.269732703,-0.416692264,-0.43012923,0.378071135,2950,5.348637507,0.044526759,2522,2580,2453.5,2414.5,2546.5,-0.089053518,-0.645021721,2941,2390.5,2
-140.5,799.5,0.432262319,-166.5,0.038628314,0.168766083,0.290179494,-0.09228865,0.178830545,0.142705889,0.1679351,-0.14592245,588,-1.507218163,0.181512994,-211.5,-268.5,309.5,440,463.5,-0.363025987,0.251884202,-260.5,-207.5,2
-13.5,5.5,-0.011779336,-15.5,0.05121449,-0.01167204,0.136776455,0.022126599,0.031883049,-0.020782641,0.008669169,-0.010042667,-7,-0.896761681,-0.400166282,-12.5,-131,-177,-71,-97,0.800332565,0.012998801,16.5,18,2
-196,-567,0.066462714,-240,0.049340167,0.162986208,0.334107448,-0.10093425,0.104839063,0.050903378,0.094736494,-0.06752828,-807.5,-2.212671596,0.180581696,-240.5,-511,-865.5,-811.5,-1066.5,-0.361163392,0.1419956,-874,-578,2
-211,60.5,-0.11845885,-238.5,0.026973339,0.066825503,0.199698139,-0.020616124,0.065823871,0.111203569,0.10766227,-0.115811146,-138.5,-2.505480319,0.149312649,-199,-247.5,-271,-6,-192,-0.298625297,0.16144689,-201,-217,2
-171.5,-151.5,-0.099195203,-268,0.041429604,0.076641481,0.275008867,-0.022455803,0.105290324,0.117061883,0.085491344,-0.124030057,-323.5,-0.819114483,-0.598452725,-172,-329,-418,-497.5,-487,1.196905449,0.128171998,-404.5,-220,2
1380.5,-608.5,-1.094521026,1476,-0.015122102,-0.354724582,-0.134482688,0.170005121,-0.257116142,-0.350469792,-0.46580356,0.340202348,1140,3.434979428,0.113223161,1748.5,1565,1101.5,1242,1011,-0.226446321,-0.698567742,1836.5,1781,2
-258.5,-611.5,-0.234151574,-340.5,0.075889967,-0.072297443,-0.062746864,0.083211677,-0.013983372,0.049807386,0.03886867,-0.088034487,-880,-1.028285364,-0.189279781,-268.5,-472.5,-1015.5,-1058.5,-791.5,0.378559563,0.058225528,-611.5,-281,2
-226,-1289,-0.039129274,-366.5,0.051822742,0.131618795,0.238068255,-0.108328978,0.088179364,0.091542212,0.09415254,-0.103838358,-1567.5,-1.765515091,-0.104241414,-278.5,-632.5,-1507.5,-1661,-1541,0.208482828,0.140929368,-1465.5,-716,2
-134,-659,-0.379526559,-280,0.119787253,-0.034984551,0.155043578,0.047307331,-0.044271758,0.012953107,-0.009090357,-0.07083152,-726.5,-0.721607198,-0.068444143,-67.5,-392,-1208.5,-1279,-785.5,0.136888286,-0.013669666,-194.5,-129.5,2
-168.5,-1730.5,-0.666422405,-391.5,-0.026153005,-0.421277927,-0.075360609,0.312662883,-0.054080237,-0.056054136,-0.15718085,0.071426801,-1855.5,1.169241043,0.054409539,-125,-658.5,-1511,-1774,-1962.5,-0.108819078,-0.235810885,266,414,2
-162.5,-3.5,0.020254999,-262,0.034678519,0.065048259,0.297554838,-0.023877194,0.114247966,0.108263687,0.0866773,-0.112006363,-181.5,-1.04134534,-0.353124697,-178,-386.5,-335,-329,-290.5,0.706249395,0.129977371,-294.5,-197.5,2
-246,176,0.268939877,-227,0.021883655,0.11559409,0.272310375,-0.057220612,0.167674586,0.106083057,0.16012147,-0.107115983,-132,-1.592050169,-0.307337142,-308,-471,-216.5,-162.5,-183.5,0.614674285,0.240118731,-289.5,-327,2
-194,-91,0.148483946,-282.5,0.06020246,0.060957943,0.311571079,-0.019474292,0.114380885,0.1046064,0.11300931,-0.115703939,-328,-2.195959453,-0.258741609,-237,-445,-540,-402,-448.5,0.517483218,0.169455889,-325,-200.5,2
-236,173,-0.056894639,-382.5,0.048371299,0.070794993,0.280926678,-0.027171764,0.113801783,0.129221924,0.092357494,-0.133789898,-64.5,-2.699592746,-19.83715734,-237.5,-474.5,-395.5,17,-150.5,39.67431468,0.1385123,-435,-242,2
-121,-763.5,-0.373931187,-175,0.034680871,0.084557603,0.32051202,-0.056398371,0.011308117,0.04608392,0.022013012,-0.052466469,-860.5,-1.205953436,-0.025645292,-97,-270,-787.5,-874,-931.5,0.051290584,0.032873596,-602.5,-306,2
3505,-748.5,-4.210561582,3344,-0.0740414,-0.269397442,-0.079118753,-0.015727133,-0.309029366,-0.541571004,-0.6028591,0.568059892,2517.5,7.514863879,0.22897483,3266,3065.5,2657.5,2596,2513,-0.45794966,-0.904092113,2094,2196,2
-108,254.5,0.263891055,-92,0.00254557,0.219327191,0.378472381,-0.146071476,0.123545466,0.077744078,0.117586,-0.070547314,98.5,-0.634575886,0.054230627,-156,-199.5,73,62,-88.5,-0.108461254,0.176339127,-559,-373.5,2
-366,368,0.167325098,-327.5,0.025338195,0.086190923,0.031408427,-0.014759976,0.065298643,0.098273069,0.12613958,-0.113305857,-56.5,-1.605366107,-0.001338587,-424.5,-340,-156,-91,-56.5,0.002677174,0.189179305,-278.5,-395,2
-248,-595.5,-0.467655608,-281,-0.005711226,0.029434417,0.25317306,-0.006071112,0.070357558,0.137064476,0.08685854,-0.115185798,-793,-2.273133777,-0.176589657,-197.5,-317.5,-623,-639.5,-719.5,0.353179315,0.130170988,-513.5,-232,2
-213,-612.5,-0.133717869,-287,0.121106183,0.136105382,0.3304041,-0.074571347,0.102856252,0.10459793,0.11646433,-0.131792853,-842,-4.351391794,-0.099171096,-229.5,-455.5,-967.5,-883,-953,0.198342193,0.174522594,-756.5,-414.5,2
-302.5,-1351.5,-0.315023551,-379,-0.060329044,0.119285974,0.327107552,-0.075974488,0.070042514,0.108422481,0.099535964,-0.070926303,-1678,-0.892856219,0.257937891,-326.5,-592.5,-1227,-1500,-1802,-0.515875781,0.149078771,-1181,-629,2
-256,-193.5,0.481787397,-384,0.010764285,0.142586058,0.256780865,-0.075926761,0.174807609,0.158840676,0.1899164,-0.14720215,-614.5,-1.948698767,-0.358818573,-421,-623.5,-557,-487,-657,0.717637145,0.284755316,-844.5,-550,2
-213,-536.5,0.064328884,-314.5,0.002235572,0.107381103,0.280463319,-0.064538487,0.117694206,0.101263562,0.09791393,-0.091134989,-814.5,-1.078453318,-9.59E-04,-278,-528.5,-693.5,-754.5,-876.5,0.001918456,0.146775461,-804,-479,2
-280,61.5,-0.565578341,-163,-0.042531353,0.048913942,0.28801383,-0.013557458,0.015852982,0.102609258,0.074156985,-0.074883433,-81,-0.5971468,-0.061459418,-142.5,18.5,157.5,13.5,-63,0.122918837,0.111206056,-303.5,-134.5,2
-212,353,-0.600686993,-128,-0.030595621,0.077126961,0.347350911,-0.03601953,0.081260963,0.100165405,0.053732045,-0.077491352,272,-0.390007142,-0.855705637,-81,-70,416.5,302.5,168.5,1.711411274,0.080596195,-150.5,-129,2
-211.5,-154.5,0.089368266,-228.5,-0.067290825,0.160854433,0.335747916,-0.120905918,0.193961267,0.135668871,0.12857175,-0.090784881,-411,-0.106702653,-0.052161319,-256.5,-426,-58.5,-254.5,-275.5,0.104322639,0.192775376,-678.5,-449.5,2
-315,-319.5,0.158096047,-371,-0.024192175,0.144035826,0.11134706,-0.084387776,0.116949904,0.141272298,0.14058742,-0.111577464,-770.5,-1.3067036,-1.461316221,-451,-556.5,-551,-632.5,-751,2.922632442,0.210769292,-1199.5,-862.5,2
-285.5,-681,-0.126643605,-355,0.005851704,0.174249262,0.301674173,-0.129314131,0.134719364,0.172202532,0.16271849,-0.160754731,-991,-1.786633704,-0.402541173,-310,-502,-904.5,-1053.5,-895,0.805082347,0.243849373,-1008,-604,2
20,-2065,-0.82367489,-46,-0.028606438,-0.415473805,-0.199216327,0.294791332,-0.231743457,-0.199480373,-0.2724551,0.195388013,-1944,2.58109945,-0.134465804,121,-123,-1439,-1925,-1945,0.268931608,-0.408688783,-34,353,2
126,-2464,-0.581701531,84,-0.036447163,-0.307485542,0.015144631,0.233538192,-0.195324239,-0.163858749,-0.18775876,0.15308863,-2225,2.936014731,0.036700018,239,43,-1508,-2204,-2186,-0.073400037,-0.28167164,79,354,2
16,-2893,-0.892671029,-191,-0.044563313,-0.383390181,-0.158808235,0.26967541,-0.251063521,-0.157459153,-0.2726541,0.159863654,-2796,2.689885277,-0.091066114,97,-283,-1997,-2568,-2679,0.182132229,-0.409047817,-525,-104,2
-141,-1077,0.110931688,-350,0.032814637,-0.012022837,0.263943189,0.026286459,0.075940853,0.049490354,0.040450845,-0.058661287,-1283,-1.162295681,-0.077079452,-206,-639,-1258,-1208,-1424,0.154158905,0.060610835,-522,-257,2
-175,-528,0.579613581,-412,-0.020442873,0.104791246,0.245008581,-0.084847901,0.120227461,0.118196129,0.14147687,-0.096549443,-979,-0.458350206,-0.082534111,-451,-635,-733,-849,-790,0.165068223,0.212127875,-918,-688,2
-119,-179,0.445520279,-268,0.021978265,0.154477669,0.323027398,-0.116730548,0.121825078,0.096377256,0.107679546,-0.094006059,-428,-1.569672964,-0.168122404,-249,-466,-450,-337,-376,0.336244807,0.161458574,-758,-512,2
-182,90,0.427986854,-329,0.009555227,0.145818815,0.279240404,-0.099163497,0.155805392,0.139339572,0.14601272,-0.133848113,-233,-1.708262739,-0.009403029,-323,-521,-258,-91,-115,0.018806058,0.218960908,-589,-470,2
-217,-1108,-0.132684831,-284,-0.085461515,0.071732014,0.315466101,-0.037609455,0.086015494,0.087269225,0.06172136,-0.036642789,-1347,-1.016506127,-0.176059211,-239,-425,-660,-745,-1476,0.352118422,0.092483394,-851,-523,2
-146,192,0.378204165,-248,0.012115206,0.1092445,0.316457128,-0.072000633,0.10273786,0.106106625,0.11201688,-0.099689501,-56,-0.913150156,0.129258817,-248,-327,-118,-65,-12,-0.258517634,0.167991578,-602,-319,2
-273.5,-1113,0.210649223,-468,0.009257449,0.095560229,0.288874463,-0.041316893,0.16798734,0.241897573,0.17843983,-0.203046016,-1507,-0.193027382,-0.308588983,-394,-686.5,-1214,-1590,-1544,0.617177967,0.267403327,-1133,-597.5,2
-167.5,-485,-0.109342872,-185,0.007071845,0.077239243,0.316508554,-0.050461236,0.125089999,0.046024064,0.059285507,-0.042631781,-654,-1.216435183,0.077858207,-169,-442.5,-556.5,-600.5,-724.5,-0.155716414,0.088864962,-546,-308,2
-259.5,-550.5,0.188826045,-336.5,0.003587048,0.043024685,0.167103444,-0.007373031,0.050575138,0.078387441,0.11558608,-0.070853457,-954,-1.340185419,-0.118290318,-403.5,-502.5,-794.5,-824,-1001,0.236580637,0.173287411,-750.5,-503.5,2
-67,-474.5,-0.019309017,-161,-0.010743746,-0.010062346,0.253160436,0.012819568,0.052418399,0.053340212,0.017352607,-0.040872346,-550,-0.535316506,-0.044611477,-75.5,-235,-382,-411,-526,0.089222954,0.025995371,-165,-92.5,2
-227,-70.5,0.313165233,-360.5,0.036642466,0.081395091,0.262908667,-0.011340702,0.10865016,0.129720701,0.13205718,-0.124150059,-420.5,-2.166899254,0.026598343,-350,-472,-534,-363.5,-754,-0.053196685,0.198033664,-660,-389,2
-31,-695,0.241277205,-170,0.058045693,0.051128672,0.281592877,-0.041230207,0.107810827,0.014383642,0.020906651,-0.035835253,-798,-0.31313408,-0.057861812,-103,-468,-900,-898,-815,0.115723623,0.031297275,-495,-312,2
