中型车流量,数据时间,大车流量,平均车速,监测点id,微型车流量,长车流量,车头距,id,车流量,平均占道率,轻型车流量
545,"28-5月 -19 12.00.00.000000000 上午",269,"9.1599999999999994E+001",1001,1428,317,0,16661,2910,"1.6000000000000001E+000",351
360,"09-12月-17 12.00.00.000000000 上午",220,"3.4899999999999999E+001",1001,928,623,0,6221,2425,"2.2999999999999998E+000",294
1028,"12-2月 -19 12.00.00.000000000 上午",908,"5.4399999999999999E+001",1001,7694,4743,0,14561,15198,"1.8699999999999999E+001",825
629,"02-8月 -18 12.00.00.000000000 上午",350,"1.0090000000000001E+002",1001,5394,594,0,10761,7530,"2.7000000000000002E+000",563
2077,"13-10月-17 12.00.00.000000000 上午",1207,"6.0399999999999999E+001",1001,12197,2875,0,5081,20076,"1.9E+001",1720
855,"20-9月 -18 12.00.00.000000000 上午",571,"1.0390000000000001E+002",1001,5021,986,0,11661,8159,"2.3999999999999999E+000",726
352,"04-9月 -17 12.00.00.000000000 上午",244,"1.5699999999999999E+001",1001,2716,694,0,4762,4291,"1.0300000000000001E+001",285
1272,"23-11月-17 12.00.00.000000000 上午",636,"8.1799999999999997E+001",1001,5840,1377,0,5901,10278,"5.2999999999999998E+000",1153
120,"28-12月-17 12.00.00.000000000 上午",71,"1.6300000000000001E+001",1001,162,206,0,6601,639,6.9999999999999996E-001,80
311,"24-2月 -18 12.00.00.000000000 上午",170,"2.6600000000000001E+001",1001,1074,499,0,7761,2305,"2.5E+000",251
1164,"27-4月 -17 12.00.00.000000000 上午",692,"3.5299999999999997E+001",1001,7098,1828,0,2261,11786,"1.54E+001",1004
362,"06-9月 -17 12.00.00.000000000 上午",242,"1.6100000000000001E+001",1001,2147,700,0,4401,3765,"6.7999999999999998E+000",314
534,"05-10月-17 12.00.00.000000000 上午",294,"3.6E+001",1001,1977,931,0,4881,4203,"5.4000000000000004E+000",467
962,"24-8月 -17 12.00.00.000000000 上午",542,"2.8600000000000001E+001",1001,5959,1514,0,4221,9776,"1.2199999999999999E+001",799
15,"14-3月 -19 12.00.00.000000000 上午",27,"6.7400000000000006E+001",1001,297,17,0,15161,372,"1.0E+000",16
240,"31-3月 -19 12.00.00.000000000 上午",144,"6.4299999999999997E+001",1001,879,215,0,15501,1661,"2.6000000000000001E+000",183
1772,"30-6月 -18 12.00.00.000000000 上午",1485,"3.1E+001",1001,13092,5112,0,10101,22908,"1.6199999999999999E+001",1447
74,"11-3月 -19 12.00.00.000000000 上午",43,"4.0399999999999999E+001",1001,337,135,0,15101,628,"3.8999999999999999E+000",39
2423,"26-5月 -18 12.00.00.000000000 上午",1987,"5.1100000000000001E+001",1001,23180,6658,0,9581,36586,"1.9399999999999999E+001",2338
567,"21-5月 -19 12.00.00.000000000 上午",308,"9.1400000000000006E+001",1001,1754,435,0,16521,3480,"1.8999999999999999E+000",416
1719,"21-10月-17 12.00.00.000000000 上午",932,"7.4299999999999997E+001",1001,8064,2185,0,5241,14426,"1.06E+001",1526
884,"17-10月-17 12.00.00.000000000 上午",495,"5.1799999999999997E+001",1001,3198,1502,0,5161,6764,"7.2999999999999998E+000",685
3,"10-3月 -19 12.00.00.000000000 上午",0,"1.45E+001",1001,6,1,0,15081,12,1.0000000000000001E-001,2
652,"08-12月-17 12.00.00.000000000 上午",330,"7.2400000000000006E+001",1001,3494,640,0,6201,5716,"2.7999999999999998E+000",600
1611,"09-7月 -18 12.00.00.000000000 上午",1450,"3.8899999999999999E+001",1001,12858,4945,0,10281,22303,"1.7399999999999999E+001",1439
666,"23-5月 -19 12.00.00.000000000 上午",368,"9.6299999999999997E+001",1001,2069,474,0,16561,4122,"1.8E+000",545
720,"03-12月-18 12.00.00.000000000 上午",411,"9.0900000000000006E+001",1001,3498,725,0,13141,5898,"3.1000000000000001E+000",544
747,"09-1月 -18 12.00.00.000000000 上午",338,"7.6400000000000006E+001",1001,3349,719,0,6841,5781,"2.8999999999999999E+000",628
861,"23-5月 -18 12.00.00.000000000 上午",1016,"2.7300000000000001E+001",1001,8747,3366,0,9521,14730,"1.41E+001",740
705,"20-5月 -19 12.00.00.000000000 上午",380,"9.7400000000000006E+001",1001,2308,524,0,16501,4420,"1.7E+000",503
1958,"23-8月 -17 12.00.00.000000000 上午",1100,"4.2600000000000001E+001",1001,13451,2942,0,4201,21123,"2.1100000000000001E+001",1672
739,"05-8月 -17 12.00.00.000000000 上午",447,"2.55E+001",1001,4006,1257,0,3841,7060,"1.01E+001",611
796,"04-12月-18 12.00.00.000000000 上午",466,"8.5799999999999997E+001",1001,3518,756,0,13161,6085,"3.3999999999999999E+000",549
1385,"20-12月-18 12.00.00.000000000 上午",1165,"6.2700000000000003E+001",1001,8864,3470,0,13481,15982,"1.34E+001",1098
175,"09-2月 -18 12.00.00.000000000 上午",116,"2.3899999999999999E+001",1001,481,279,0,7461,1190,"1.0E+000",139
300,"14-4月 -17 12.00.00.000000000 上午",200,"1.8399999999999999E+001",1001,1521,731,0,2001,3033,"5.7000000000000002E+000",281
423,"24-3月 -19 12.00.00.000000000 上午",270,"7.85E+001",1001,1906,333,0,15361,3284,"1.3E+000",352
502,"08-2月 -19 12.00.00.000000000 上午",586,"6.7299999999999997E+001",1001,4183,1591,0,14481,7287,"8.3000000000000007E+000",425
533,"07-3月 -18 12.00.00.000000000 上午",282,"3.7899999999999999E+001",1001,2447,655,0,7981,4420,"2.8999999999999999E+000",503
2576,"13-12月-18 12.00.00.000000000 上午",2417,"4.8399999999999999E+001",1001,19998,8038,0,13341,35212,"2.2399999999999999E+001",2183
38,"26-3月 -18 12.00.00.000000000 上午",25,"1.4199999999999999E+001",1001,146,109,0,8361,358,"8.6999999999999993E+000",40
596,"24-10月-18 12.00.00.000000000 上午",479,"7.3799999999999997E+001",1001,3617,1204,0,12341,6440,"4.5E+000",544
348,"05-4月 -19 12.00.00.000000000 上午",189,"9.3E+001",1001,1176,218,0,15601,2175,"1.2E+000",244
206,"10-9月 -19 12.00.00.000000000 上午",97,"9.7400000000000006E+001",1001,693,146,0,18761,1266,"1.3E+000",124
1315,"28-6月 -17 12.00.00.000000000 上午",756,"5.2100000000000001E+001",1001,6594,2198,0,3241,11966,"1.3800000000000001E+001",1103
470,"24-5月 -17 12.00.00.000000000 上午",252,"2.35E+001",1001,1595,768,0,2801,3463,"4.5E+000",378
484,"12-3月 -18 12.00.00.000000000 上午",256,"5.7799999999999997E+001",1001,2084,633,0,8081,3845,"6.2000000000000002E+000",388
145,"16-2月 -19 12.00.00.000000000 上午",86,"6.7700000000000003E+001",1001,1069,101,0,14641,1490,5.9999999999999998E-001,89
2011,"18-12月-18 12.00.00.000000000 上午",2227,"4.6200000000000003E+001",1001,11372,7332,0,13441,24514,"2.5399999999999999E+001",1572
64,"23-12月-17 12.00.00.000000000 上午",41,"8.9000000000000004E+000",1001,167,93,0,6501,449,4.0000000000000002E-001,84
265,"13-1月 -18 12.00.00.000000000 上午",159,"2.7800000000000001E+001",1001,1075,414,0,6921,2168,"2.2000000000000002E+000",255
332,"04-5月 -17 12.00.00.000000000 上午",237,"1.5800000000000001E+001",1001,2632,690,0,2401,4158,"1.0E+001",267
684,"26-11月-17 12.00.00.000000000 上午",440,"5.9E+001",1001,2056,926,0,5961,4644,"3.1000000000000001E+000",538
572,"24-1月 -18 12.00.00.000000000 上午",290,"5.5399999999999999E+001",1001,2257,751,0,7141,4394,"2.7999999999999998E+000",524
1206,"11-2月 -19 12.00.00.000000000 上午",1363,"5.0200000000000003E+001",1001,10712,5509,0,14541,19919,"1.9699999999999999E+001",1129
151,"13-5月 -17 12.00.00.000000000 上午",101,"1.34E+001",1001,574,362,0,2581,1303,"4.4000000000000004E+000",115
1660,"30-4月 -18 12.00.00.000000000 上午",1621,"5.1E+001",1001,16472,4444,0,9061,25858,"1.8399999999999999E+001",1661
2785,"11-5月 -18 12.00.00.000000000 上午",2453,"4.9799999999999997E+001",1001,22814,6402,0,9281,37031,"2.0800000000000001E+001",2577
498,"26-8月 -18 12.00.00.000000000 上午",314,"1.072E+002",1001,4259,382,0,11241,5852,"1.2E+000",399
387,"24-4月 -17 12.00.00.000000000 上午",258,"2.0600000000000001E+001",1001,1907,743,0,2201,3589,"7.2999999999999998E+000",294
449,"01-5月 -19 12.00.00.000000000 上午",249,"1.042E+002",1001,1825,339,0,16121,3180,"1.2E+000",318
1762,"19-12月-18 12.00.00.000000000 上午",1626,"4.7100000000000001E+001",1001,11878,6015,0,13461,22708,"2.2600000000000001E+001",1427
1207,"10-7月 -17 12.00.00.000000000 上午",692,"4.1200000000000003E+001",1001,6361,2058,0,3481,11282,"1.41E+001",964
1269,"10-8月 -17 12.00.00.000000000 上午",787,"4.4299999999999997E+001",1001,6974,2214,0,3941,12367,"1.5300000000000001E+001",1123
681,"06-5月 -17 12.00.00.000000000 上午",429,"2.8E+001",1001,3437,1205,0,2441,6349,"8.8000000000000007E+000",597
128,"02-9月 -19 12.00.00.000000000 上午",59,"5.6399999999999999E+001",1001,580,118,0,18601,977,"1.3E+000",92
1522,"06-10月-18 12.00.00.000000000 上午",1542,"5.1E+001",1001,10489,5876,0,11981,20851,"2.1199999999999999E+001",1422
190,"08-9月 -19 12.00.00.000000000 上午",90,"9.3799999999999997E+001",1001,627,74,0,18721,1143,9.0000000000000002E-001,162
1245,"01-8月 -17 12.00.00.000000000 上午",755,"4.4E+001",1001,7622,2222,0,3761,12998,"1.6300000000000001E+001",1154
720,"18-5月 -18 12.00.00.000000000 上午",514,"5.85E+001",1001,5772,2282,0,9421,9921,"9.0E+000",633
185,"21-2月 -18 12.00.00.000000000 上午",121,"1.9300000000000001E+001",1001,474,396,0,7701,1299,"2.2000000000000002E+000",123
252,"12-9月 -19 12.00.00.000000000 上午",121,"8.7E+001",1001,926,199,0,18801,1691,"2.2000000000000002E+000",193
388,"26-4月 -17 12.00.00.000000000 上午",264,"1.7100000000000001E+001",1001,1854,705,0,2241,3515,"5.5999999999999996E+000",304
872,"07-9月 -18 12.00.00.000000000 上午",538,"1.018E+002",1001,4545,789,0,11441,7378,"1.8999999999999999E+000",634
84,"06-5月 -19 12.00.00.000000000 上午",47,"6.3E+001",1001,183,75,0,16221,445,"1.0E+000",56
1174,"04-10月-18 12.00.00.000000000 上午",1157,"5.6100000000000001E+001",1001,8696,2960,0,11941,15099,"1.01E+001",1112
288,"17-7月 -18 12.00.00.000000000 上午",167,"6.8299999999999997E+001",1001,2451,385,0,10441,3511,"1.8999999999999999E+000",220
789,"08-4月 -19 12.00.00.000000000 上午",517,"9.6200000000000003E+001",1001,2338,646,0,15661,4835,"2.0E+000",545
321,"21-1月 -18 12.00.00.000000000 上午",161,"2.9899999999999999E+001",1001,1048,448,0,7081,2247,"1.7E+000",269
440,"06-4月 -19 12.00.00.000000000 上午",257,"7.5400000000000006E+001",1001,1295,372,0,15621,2668,"5.7999999999999998E+000",304
342,"10-5月 -17 12.00.00.000000000 上午",205,"1.35E+001",1001,1985,653,0,2521,3464,"6.4000000000000004E+000",279
1021,"18-7月 -18 12.00.00.000000000 上午",566,"1.0190000000000001E+002",1001,6663,834,0,10461,10082,"2.1000000000000001E+000",998
943,"29-4月 -17 12.00.00.000000000 上午",563,"3.1800000000000001E+001",1001,4557,1492,0,2301,8408,"1.04E+001",853
2118,"23-7月 -18 12.00.00.000000000 上午",1717,"4.7100000000000001E+001",1001,13854,7714,0,10561,27262,"2.5100000000000001E+001",1859
262,"02-10月-18 12.00.00.000000000 上午",226,"9.65E+001",1001,2604,284,0,11901,3566,"1.0E+000",190
3273,"14-6月 -18 12.00.00.000000000 上午",2793,"4.9100000000000001E+001",1001,22856,7825,0,9781,39527,"2.0800000000000001E+001",2780
1116,"27-8月 -17 12.00.00.000000000 上午",676,"3.0199999999999999E+001",1001,10312,2001,0,4281,15132,"2.1800000000000001E+001",1027
114,"23-3月 -18 12.00.00.000000000 上午",57,"2.15E+001",1001,490,223,0,8301,970,"2.7000000000000002E+000",86
417,"25-10月-17 12.00.00.000000000 上午",277,"2.9399999999999999E+001",1001,1500,778,0,5321,3308,"4.7000000000000002E+000",336
1002,"09-8月 -18 12.00.00.000000000 上午",625,"1.078E+002",1001,8114,845,0,10901,11492,"1.8E+000",906
147,"12-5月 -19 12.00.00.000000000 上午",86,"6.7299999999999997E+001",1001,610,144,0,16341,1106,"1.7E+000",119
343,"12-6月 -19 12.00.00.000000000 上午",174,"9.5E+001",1001,1024,231,0,16961,2021,"1.3999999999999999E+000",249
1005,"15-4月 -17 12.00.00.000000000 上午",587,"3.9200000000000003E+001",1001,4645,1681,0,2021,8773,"1.0E+001",855
333,"22-7月 -18 12.00.00.000000000 上午",210,"8.0599999999999994E+001",1001,3471,216,0,10541,4507,"1.0E+000",277
706,"28-7月 -18 12.00.00.000000000 上午",457,"1.0290000000000001E+002",1001,6607,695,0,10661,9133,"2.2000000000000002E+000",668
1040,"09-10月-17 12.00.00.000000000 上午",608,"4.5600000000000001E+001",1001,4487,1790,0,5001,8764,"8.5999999999999996E+000",839
631,"30-9月 -18 12.00.00.000000000 上午",465,"1.012E+002",1001,4484,594,0,11861,6684,"1.8E+000",510
167,"23-4月 -18 12.00.00.000000000 上午",88,"4.2E+001",1001,1039,202,0,8921,1697,"2.0E+000",201
496,"13-5月 -19 12.00.00.000000000 上午",268,"7.2599999999999994E+001",1001,1603,450,0,16361,3173,"1.3999999999999999E+000",356
778,"12-9月 -18 12.00.00.000000000 上午",526,"1.06E+002",1001,5283,880,0,11541,8112,"1.8E+000",645
388,"26-9月 -17 12.00.00.000000000 上午",264,"1.7100000000000001E+001",1001,1854,705,0,4985,3515,"5.5999999999999996E+000",304
402,"01-10月-17 12.00.00.000000000 上午",224,"3.7200000000000003E+001",1001,1848,776,0,4801,3605,"5.2999999999999998E+000",355
885,"10-8月 -18 12.00.00.000000000 上午",556,"1.033E+002",1001,6049,669,0,10921,8913,"1.8999999999999999E+000",754
1434,"20-11月-17 12.00.00.000000000 上午",814,"7.5E+001",1001,5283,2126,0,5841,10798,"8.0999999999999996E+000",1141
207,"10-12月-17 12.00.00.000000000 上午",130,"2.4E+001",1001,417,407,0,6241,1318,"1.3999999999999999E+000",157
953,"10-9月 -18 12.00.00.000000000 上午",630,"1.02E+002",1001,5387,1095,0,11501,8827,"2.7999999999999998E+000",762
4,"08-5月 -19 12.00.00.000000000 上午",2,"1.95E+001",1001,8,2,0,16261,19,2.0000000000000001E-001,3
420,"29-7月 -18 12.00.00.000000000 上午",249,"9.5299999999999997E+001",1001,5066,359,0,10681,6506,"1.8E+000",412
673,"01-4月 -19 12.00.00.000000000 上午",398,"8.7599999999999994E+001",1001,2085,555,0,15521,4227,"3.2999999999999998E+000",516
872,"06-9月 -18 12.00.00.000000000 上午",554,"1.0340000000000001E+002",1001,5401,833,0,11421,8411,"2.0E+000",751
327,"25-1月 -18 12.00.00.000000000 上午",179,"3.3200000000000003E+001",1001,831,524,0,7161,2115,"1.8E+000",254
747,"18-8月 -18 12.00.00.000000000 上午",449,"1.0740000000000001E+002",1001,6005,542,0,11081,8378,"1.5E+000",635
810,"14-7月 -17 12.00.00.000000000 上午",459,"3.0800000000000001E+001",1001,4665,1482,0,3750,8075,"1.0300000000000001E+001",659
810,"03-9月 -18 12.00.00.000000000 上午",514,"1.012E+002",1001,4535,811,0,11361,7362,"2.8999999999999999E+000",692
319,"27-11月-17 12.00.00.000000000 上午",223,"3.25E+001",1001,829,496,0,5981,2163,"1.8E+000",296
638,"02-4月 -19 12.00.00.000000000 上午",337,"8.3900000000000006E+001",1001,1952,462,0,15541,3847,"3.2999999999999998E+000",458
821,"11-4月 -19 12.00.00.000000000 上午",420,"9.1799999999999997E+001",1001,2437,583,0,15721,4798,"3.0E+000",537
815,"19-11月-17 12.00.00.000000000 上午",484,"5.6600000000000001E+001",1001,2197,1258,0,5821,5453,"5.0E+000",699
867,"13-6月 -17 12.00.00.000000000 上午",539,"3.2700000000000003E+001",1001,4582,1384,0,2941,8133,"1.0199999999999999E+001",761
289,"03-7月 -17 12.00.00.000000000 上午",166,"1.6300000000000001E+001",1001,1240,543,0,3341,2469,"3.8999999999999999E+000",231
1711,"14-5月 -18 12.00.00.000000000 上午",1731,"3.9700000000000003E+001",1001,16494,4686,0,9341,26300,"1.7600000000000001E+001",1678
249,"27-10月-17 12.00.00.000000000 上午",144,"2.6699999999999999E+001",1001,819,450,0,5361,1855,"2.7000000000000002E+000",193
131,"29-11月-17 12.00.00.000000000 上午",83,"1.26E+001",1001,303,222,0,6021,853,8.0000000000000004E-001,114
302,"15-11月-17 12.00.00.000000000 上午",145,"2.3100000000000001E+001",1001,875,481,0,5741,2008,"2.2999999999999998E+000",205
1333,"09-8月 -17 12.00.00.000000000 上午",772,"4.3200000000000003E+001",1001,8089,2270,0,3921,13600,"1.7300000000000001E+001",1136
271,"28-3月 -18 12.00.00.000000000 上午",185,"2.9899999999999999E+001",1001,1340,524,0,8401,2611,"7.4000000000000004E+000",291
1634,"08-3月 -18 12.00.00.000000000 上午",871,"8.4599999999999994E+001",1001,8446,1914,0,8001,14435,"8.0E+000",1570
252,"15-12月-17 12.00.00.000000000 上午",165,"3.0399999999999999E+001",1001,529,421,0,6341,1578,"1.8E+000",211
185,"27-12月-17 12.00.00.000000000 上午",120,"2.2199999999999999E+001",1001,500,340,0,6581,1315,"1.3E+000",170
767,"11-10月-17 12.00.00.000000000 上午",392,"2.8E+001",1001,3056,1357,0,5041,6108,"7.5999999999999996E+000",536
264,"24-12月-17 12.00.00.000000000 上午",166,"3.9700000000000003E+001",1001,1602,298,0,6521,2596,"1.2E+000",266
209,"28-10月-18 12.00.00.000000000 上午",156,"6.0100000000000001E+001",1001,1369,687,0,12421,2569,"8.0E+000",148
483,"23-4月 -19 12.00.00.000000000 上午",276,"7.9900000000000006E+001",1001,1495,392,0,15961,2986,"1.3999999999999999E+000",340
277,"25-8月 -17 12.00.00.000000000 上午",174,"1.5800000000000001E+001",1001,1512,599,0,4241,2806,"4.5999999999999996E+000",244
1006,"18-4月 -17 12.00.00.000000000 上午",641,"2.9199999999999999E+001",1001,6836,1748,0,2081,11135,"1.46E+001",904
305,"03-10月-17 12.00.00.000000000 上午",173,"2.9199999999999999E+001",1001,1316,667,0,4841,2682,"3.3999999999999999E+000",221
36,"02-11月-18 12.00.00.000000000 上午",24,"7.9900000000000006E+001",1001,1063,27,0,12521,1167,8.0000000000000004E-001,17
855,"11-9月 -18 12.00.00.000000000 上午",543,"1.042E+002",1001,5100,865,0,11521,8066,"2.0E+000",703
366,"06-2月 -18 12.00.00.000000000 上午",245,"2.9199999999999999E+001",1001,1197,551,0,7401,2714,"1.8999999999999999E+000",355
697,"21-3月 -18 12.00.00.000000000 上午",386,"5.0399999999999999E+001",1001,3624,907,0,8261,6211,"8.6999999999999993E+000",597
679,"20-7月 -18 12.00.00.000000000 上午",391,"8.2400000000000006E+001",1001,4650,627,0,10501,6954,"2.2999999999999998E+000",607
931,"09-9月 -17 12.00.00.000000000 上午",467,"5.0399999999999999E+001",1001,4866,1072,0,4461,8163,"4.7999999999999998E+000",827
1401,"19-10月-17 12.00.00.000000000 上午",841,"7.55E+001",1001,5959,1957,0,5201,11369,"8.5999999999999996E+000",1211
200,"02-1月 -18 12.00.00.000000000 上午",141,"2.1E+001",1001,402,334,0,6701,1224,"1.3E+000",147
294,"17-9月 -17 12.00.00.000000000 上午",159,"1.8800000000000001E+001",1001,874,472,0,4621,2048,"3.2999999999999998E+000",249
1144,"03-3月 -19 12.00.00.000000000 上午",1143,"5.8100000000000001E+001",1001,5361,3763,0,14941,12265,"1.4699999999999999E+001",854
892,"16-4月 -17 12.00.00.000000000 上午",541,"3.8E+001",1001,4137,1547,0,2041,7887,"8.0E+000",770
542,"06-3月 -19 12.00.00.000000000 上午",512,"6.3899999999999999E+001",1001,3118,1572,0,15001,6230,"8.5999999999999996E+000",486
972,"07-8月 -18 12.00.00.000000000 上午",546,"1.048E+002",1001,6808,770,0,10861,9871,"1.8E+000",775
970,"29-8月 -18 12.00.00.000000000 上午",551,"9.6E+001",1001,7719,866,0,11301,11051,"3.3999999999999999E+000",945
196,"03-1月 -18 12.00.00.000000000 上午",131,"2.2E+001",1001,678,296,0,6721,1469,"1.2E+000",168
277,"08-6月 -19 12.00.00.000000000 上午",171,"9.7299999999999997E+001",1001,794,191,0,16881,1636,"1.0E+000",203
326,"26-5月 -19 12.00.00.000000000 上午",189,"9.75E+001",1001,879,191,0,16621,1791,"1.1000000000000001E+000",206
397,"12-1月 -18 12.00.00.000000000 上午",171,"4.0299999999999997E+001",1001,1811,447,0,6901,3165,"1.8E+000",339
973,"27-3月 -17 12.00.00.000000000 上午",559,"3.2600000000000001E+001",1001,4690,1490,0,1641,8533,"8.0999999999999996E+000",821
433,"17-5月 -17 12.00.00.000000000 上午",297,"1.9100000000000001E+001",1001,2525,793,0,2661,4436,"7.5999999999999996E+000",388
280,"20-1月 -18 12.00.00.000000000 上午",157,"2.6E+001",1001,672,444,0,7061,1771,"2.2000000000000002E+000",218
549,"25-7月 -17 12.00.00.000000000 上午",331,"1.8399999999999999E+001",1001,3039,972,0,3741,5309,"9.5999999999999996E+000",418
852,"20-8月 -18 12.00.00.000000000 上午",516,"1.0540000000000001E+002",1001,5882,693,0,11121,8635,"1.8E+000",692
549,"19-8月 -18 12.00.00.000000000 上午",351,"1.055E+002",1001,4768,375,0,11101,6484,"1.6000000000000001E+000",441
1060,"29-6月 -17 12.00.00.000000000 上午",643,"4.4100000000000001E+001",1001,5382,1846,0,3261,9860,"1.0699999999999999E+001",929
85,"20-4月 -18 12.00.00.000000000 上午",53,"2.45E+001",1001,272,134,0,8861,623,"1.6000000000000001E+000",79
743,"19-8月 -17 12.00.00.000000000 上午",441,"3.2E+001",1001,3517,1322,0,4121,6710,"8.8000000000000007E+000",687
178,"04-1月 -18 12.00.00.000000000 上午",94,"2.3800000000000001E+001",1001,504,266,0,6741,1168,9.0000000000000002E-001,126
2428,"10-4月 -17 12.00.00.000000000 上午",1425,"5.5100000000000001E+001",1001,15361,3510,0,1921,24908,"2.0899999999999999E+001",2184
440,"04-3月 -18 12.00.00.000000000 上午",232,"3.3399999999999999E+001",1001,1044,907,0,7921,2953,"3.2000000000000002E+000",330
789,"26-4月 -19 12.00.00.000000000 上午",433,"9.4200000000000003E+001",1001,2216,552,0,16021,4549,"2.0E+000",559
623,"26-7月 -18 12.00.00.000000000 上午",341,"8.8400000000000006E+001",1001,3535,425,0,10621,5398,"2.1000000000000001E+000",474
233,"24-7月 -17 12.00.00.000000000 上午",149,"1.51E+001",1001,1304,503,0,3743,2390,"9.4000000000000004E+000",201
303,"11-11月-17 12.00.00.000000000 上午",190,"2.6199999999999999E+001",1001,682,649,0,5661,2053,"2.6000000000000001E+000",229
151,"23-4月 -17 12.00.00.000000000 上午",95,"9.3000000000000007E+000",1001,1085,398,0,2181,1839,"7.9000000000000004E+000",110
970,"02-9月 -17 12.00.00.000000000 上午",566,"2.7399999999999999E+001",1001,5957,1505,0,4764,9870,"1.3E+001",872
199,"11-3月 -18 12.00.00.000000000 上午",110,"3.5E+001",1001,1065,223,0,8061,1777,"2.0E+000",180
179,"22-2月 -19 12.00.00.000000000 上午",84,"8.15E+001",1001,1055,122,0,14761,1585,"1.2E+000",145
467,"24-2月 -19 12.00.00.000000000 上午",272,"9.1599999999999994E+001",1001,2545,387,0,14801,4054,"1.8999999999999999E+000",383
689,"28-8月 -18 12.00.00.000000000 上午",336,"1.015E+002",1001,4752,450,0,11281,6915,"1.3999999999999999E+000",688
350,"19-2月 -19 12.00.00.000000000 上午",214,"8.7900000000000006E+001",1001,1385,319,0,14701,2535,"1.8999999999999999E+000",267
55,"20-2月 -19 12.00.00.000000000 上午",32,"4.15E+001",1001,347,128,0,14721,594,"2.2000000000000002E+000",32
2167,"07-7月 -18 12.00.00.000000000 上午",2379,"4.3700000000000003E+001",1001,15824,6914,0,10241,28943,"2.3E+001",1659
863,"20-8月 -17 12.00.00.000000000 上午",500,"3.7600000000000001E+001",1001,3319,1467,0,4141,6883,"7.5999999999999996E+000",734
762,"27-8月 -18 12.00.00.000000000 上午",422,"1.047E+002",1001,4226,643,0,11261,6660,"1.5E+000",607
922,"23-10月-18 12.00.00.000000000 上午",556,"9.6E+001",1001,5196,943,0,12321,8310,"2.3999999999999999E+000",693
787,"05-7月 -18 12.00.00.000000000 上午",1015,"3.4600000000000001E+001",1001,8020,2709,0,10201,13247,"1.39E+001",716
909,"08-8月 -18 12.00.00.000000000 上午",570,"1.038E+002",1001,7362,735,0,10881,10335,"2.1000000000000001E+000",759
168,"14-2月 -19 12.00.00.000000000 上午",121,"6.5400000000000006E+001",1001,1141,177,0,14601,1728,"2.7000000000000002E+000",121
342,"13-7月 -17 12.00.00.000000000 上午",207,"1.7300000000000001E+001",1001,1943,741,0,3749,3499,"7.9000000000000004E+000",266
561,"07-11月-17 12.00.00.000000000 上午",380,"4.9E+001",1001,1740,1045,0,5581,4185,"4.0E+000",459
1289,"03-5月 -17 12.00.00.000000000 上午",693,"3.3399999999999999E+001",1001,10088,2108,0,2381,15243,"2.1399999999999999E+001",1065
1140,"24-6月 -17 12.00.00.000000000 上午",636,"4.4600000000000001E+001",1001,5721,1924,0,3161,10381,"1.14E+001",960
840,"19-9月 -18 12.00.00.000000000 上午",592,"1.0090000000000001E+002",1001,4883,947,0,11641,7959,"2.2000000000000002E+000",697
55,"12-4月 -18 12.00.00.000000000 上午",13,"5.4399999999999999E+001",1001,852,17,0,8701,1025,6.9999999999999996E-001,88
577,"14-5月 -17 12.00.00.000000000 上午",342,"1.8800000000000001E+001",1001,4104,1063,0,2601,6556,"1.4800000000000001E+001",470
1637,"08-5月 -17 12.00.00.000000000 上午",945,"5.5600000000000001E+001",1001,7276,2463,0,2481,13623,"1.1800000000000001E+001",1302
477,"25-4月 -19 12.00.00.000000000 上午",296,"7.7400000000000006E+001",1001,1526,470,0,16001,3104,"1.6000000000000001E+000",335
1962,"12-6月 -18 12.00.00.000000000 上午",1946,"4.4200000000000003E+001",1001,16346,6688,0,9741,28540,"2.3899999999999999E+001",1598
204,"19-3月 -19 12.00.00.000000000 上午",137,"6.6299999999999997E+001",1001,637,138,0,15261,1277,"1.1000000000000001E+000",161
953,"09-6月 -17 12.00.00.000000000 上午",560,"3.1399999999999999E+001",1001,5463,1658,0,2861,9399,"1.1800000000000001E+001",765
431,"06-6月 -19 12.00.00.000000000 上午",240,"9.2299999999999997E+001",1001,1046,229,0,16841,2237,"1.3999999999999999E+000",291
527,"02-7月 -17 12.00.00.000000000 上午",284,"2.5600000000000001E+001",1001,2567,1060,0,3321,4856,"6.4000000000000004E+000",418
1168,"30-4月 -17 12.00.00.000000000 上午",603,"3.0E+001",1001,6545,1547,0,2321,10845,"1.0199999999999999E+001",982
897,"30-7月 -18 12.00.00.000000000 上午",1118,"4.6399999999999999E+001",1001,8572,4025,0,10701,15428,"1.8699999999999999E+001",816
26,"02-5月 -19 12.00.00.000000000 上午",26,"6.1299999999999997E+001",1001,122,24,0,16141,222,5.0E-001,24
1608,"08-7月 -18 12.00.00.000000000 上午",1506,"5.2100000000000001E+001",1001,9422,4854,0,10261,18865,"1.7199999999999999E+001",1475
487,"27-3月 -19 12.00.00.000000000 上午",290,"8.8799999999999997E+001",1001,1232,335,0,15421,2688,"1.8E+000",344
265,"09-9月 -19 12.00.00.000000000 上午",121,"9.6900000000000006E+001",1001,896,184,0,18741,1633,"1.1000000000000001E+000",167
103,"28-4月 -19 12.00.00.000000000 上午",48,"3.6100000000000001E+001",1001,385,105,0,16061,709,"2.2999999999999998E+000",68
325,"09-5月 -19 12.00.00.000000000 上午",177,"6.3100000000000001E+001",1001,834,175,0,16281,1706,9.0000000000000002E-001,195
