date,health,temperature,humidity,light_intensity,soil_temperature,soil_humidity,co2,rain
2021/2/19 13:00,1,41015,21,47,32,57,426,1
2021/2/19 14:00,1,34234,21,47,29,51,428,1
2021/2/19 15:00,1,22254,21,47,26,52,429,1
2021/2/19 16:00,1,13487,20,46,24,63,443,1
2021/2/19 17:00,1,1692,20,46,22,86,526,1
2021/2/19 18:00,1,0,20,46,20,90,726,1
2021/2/19 19:00,1,0,20,46,20,92,919,1
2021/2/19 20:00,1,0,20,46,19,94,1106,1
2021/2/19 21:00,1,0,19,46,19,94,1248,1
2021/2/19 22:00,1,0,19,46,18,94,1310,1
2021/2/19 23:00,1,0,19,46,18,94,1337,1
2021/2/20 0:00,1,0,19,46,18,94,1336,1
2021/2/20 1:00,1,0,19,46,18,94,1348,1
2021/2/20 2:00,1,0,19,46,17,95,1400,1
2021/2/20 3:00,1,0,19,46,17,95,1400,1
2021/2/20 4:00,1,0,18,46,17,95,1452,1
2021/2/20 5:00,1,0,18,46,17,95,1502,1
2021/2/20 6:00,1,0,18,46,16,96,1552,1
2021/2/20 7:00,1,1542,18,46,17,95,1560,1
2021/2/20 8:00,1,15598,19,46,22,89,1274,1
2021/2/20 9:00,1,29792,20,47,30,79,671,1
2021/2/20 10:00,1,40532,21,47,32,70,431,1
2021/2/20 11:00,1,43576,22,47,32,62,429,1
2021/2/20 12:00,1,41169,22,47,33,57,424,1
2021/2/20 13:00,1,40784,22,47,32,50,408,1
2021/2/20 14:00,1,36211,22,47,31,49,419,1
2021/2/20 15:00,1,25891,22,46,29,49,421,1
2021/2/20 16:00,1,14353,22,46,26,60,439,1
2021/2/20 17:00,1,2105,21,46,23,79,528,1
2021/2/20 18:00,1,0,21,46,22,89,762,1
2021/2/20 19:00,1,0,21,46,21,91,985,1
2021/2/20 20:00,1,0,21,46,21,92,1213,1
2021/2/20 21:00,1,0,21,46,20,93,1385,1
2021/2/20 22:00,1,0,21,46,20,94,1605,1
2021/2/20 23:00,1,0,20,46,20,95,1785,1
2021/2/21 0:00,1,0,20,46,20,94,1810,1
2021/2/21 1:00,1,0,20,46,20,94,1826,1
2021/2/21 2:00,1,0,20,46,19,94,1771,1
2021/2/21 3:00,1,0,20,46,19,94,1829,1
2021/2/21 4:00,1,0,20,46,19,95,1940,1
2021/2/21 5:00,1,0,20,46,19,95,2032,1
2021/2/21 6:00,1,0,20,46,18,95,2102,1
2021/2/21 7:00,1,650,20,46,18,95,2157,1
2021/2/21 8:00,1,17689,20,46,24,87,1741,1
2021/2/21 9:00,1,32216,21,46,31,75,821,1
2021/2/21 10:00,1,41613,22,47,33,67,442,1
2021/2/21 11:00,1,43665,22,47,33,59,421,1
2021/2/21 12:00,1,42074,23,47,35,54,419,1
2021/2/21 13:00,1,41275,24,47,35,58,402,1
2021/2/21 14:00,1,36870,24,47,33,59,419,1
2021/2/21 15:00,1,24791,24,46,31,60,433,1
2021/2/21 16:00,1,13313,23,46,28,66,467,1
2021/2/21 17:00,1,2702,23,46,23,77,523,1
2021/2/21 18:00,1,0,22,45,23,89,763,1
2021/2/21 19:00,1,0,22,45,23,92,1022,1
2021/2/21 20:00,1,0,22,45,22,93,1261,1
2021/2/21 21:00,1,0,22,45,22,94,1462,1
2021/2/21 22:00,1,0,21,45,21,94,1671,1
2021/2/21 23:00,1,0,21,45,21,94,1833,1
2021/2/22 0:00,1,0,21,45,21,95,1973,1
2021/2/22 1:00,1,0,21,45,20,95,2106,1
2021/2/22 2:00,1,0,21,45,20,95,2245,1
2021/2/22 3:00,1,0,21,45,20,95,2351,1
2021/2/22 4:00,1,0,21,45,20,95,2467,1
2021/2/22 5:00,1,0,21,45,19,96,2572,1
2021/2/22 6:00,1,0,20,45,19,96,2656,1
2021/2/22 7:00,1,1931,20,45,19,95,2684,1
2021/2/22 8:00,1,12159,21,45,23,90,2370,1
2021/2/22 9:00,1,22583,21,46,27,82,1167,1
2021/2/22 10:00,1,29953,22,46,23,56,524,1
2021/2/22 11:00,1,33987,22,45,27,52,491,1
2021/2/22 12:00,1,34660,22,45,28,48,471,1
2021/2/22 13:00,1,34533,22,45,26,48,454,1
2021/2/22 14:00,1,29828,22,45,26,48,450,1
2021/2/22 15:00,1,19370,21,44,24,50,446,1
2021/2/22 16:00,1,8967,21,44,24,80,495,1
2021/2/22 17:00,1,1518,21,44,21,88,586,1
2021/2/22 18:00,1,0,21,45,21,91,825,1
2021/2/22 19:00,1,0,21,45,21,93,1037,1
2021/2/22 20:00,1,0,21,45,20,94,1260,1
2021/2/22 21:00,1,0,21,45,20,94,1428,1
2021/2/22 22:00,1,0,21,45,20,95,1569,1
2021/2/22 23:00,1,0,21,45,19,95,1709,1
2021/2/23 0:00,1,0,20,45,19,95,1828,1
2021/2/23 1:00,1,0,20,45,19,95,1970,1
2021/2/23 2:00,1,0,20,45,19,96,2102,1
2021/2/23 3:00,1,0,20,45,19,96,2229,1
2021/2/23 4:00,1,0,20,45,18,96,2295,1
2021/2/23 5:00,1,0,20,44,18,96,2308,1
2021/2/23 6:00,1,0,20,44,18,96,2290,1
2021/2/23 7:00,1,0,20,44,18,96,2252,1
2021/2/23 8:00,1,3148,20,44,18,95,2202,1
2021/2/23 9:00,1,19526,20,44,23,90,1858,1
2021/2/23 10:00,1,33014,21,45,27,77,924,1
2021/2/23 11:00,1,35668,20,44,24,69,467,1
2021/2/23 12:00,1,36907,21,44,29,77,427,1
2021/2/23 13:00,1,38569,22,45,30,73,418,1
2021/2/23 14:00,1,34164,21,44,23,66,463,1
2021/2/23 15:00,1,21176,20,44,20,67,468,1
2021/2/23 16:00,1,10279,20,43,21,85,472,1
2021/2/23 17:00,1,1276,20,44,20,91,567,1
2021/2/23 18:00,1,0,20,44,19,92,809,1
2021/2/23 19:00,1,0,20,44,19,93,966,1
2021/2/23 20:00,1,0,20,44,18,93,1088,1
2021/2/23 21:00,1,0,20,44,18,93,1212,1
2021/2/23 22:00,1,0,19,44,18,94,1324,1
2021/2/23 23:00,1,0,19,44,18,94,1423,1
2021/2/24 0:00,1,0,19,44,17,94,1503,1
2021/2/24 1:00,1,0,19,44,17,94,1624,1
2021/2/24 2:00,1,0,19,44,17,95,1661,1
2021/2/24 3:00,1,0,19,44,17,95,1716,1
2021/2/24 4:00,1,0,19,44,17,95,1764,1
2021/2/24 5:00,1,0,19,44,17,96,1828,1
2021/2/24 6:00,1,0,19,44,17,96,1882,1
2021/2/24 7:00,1,0,18,44,16,96,1921,1
2021/2/24 8:00,1,1467,18,44,17,96,1971,1
2021/2/24 9:00,1,4240,18,44,17,94,1849,1
2021/2/24 10:00,1,7836,18,44,18,93,1506,1
2021/2/24 11:00,1,9419,19,44,20,93,1044,1
2021/2/24 12:00,1,11471,19,44,22,92,621,1
2021/2/24 13:00,1,9706,20,44,23,93,411,1
2021/2/24 14:00,1,12519,19,44,18,85,480,1
2021/2/24 15:00,1,11496,18,43,16,84,544,1
2021/2/24 16:00,1,1765,18,43,17,93,584,1
2021/2/24 17:00,1,107,18,43,16,95,783,1
2021/2/24 18:00,1,0,18,43,17,96,983,1
2021/2/24 19:00,1,0,18,43,17,97,1167,1
2021/2/24 20:00,1,0,18,43,17,97,1328,1
2021/2/24 21:00,1,0,18,43,16,97,1456,1
2021/2/24 22:00,1,0,18,43,16,96,1549,1
2021/2/24 23:00,1,0,17,43,15,96,1618,1
2021/2/25 0:00,1,0,17,43,15,96,1698,1
2021/2/25 1:00,1,0,17,43,15,97,1773,1
2021/2/25 2:00,1,0,17,43,15,97,1834,1
2021/2/25 3:00,1,0,17,44,15,96,1862,1
2021/2/25 4:00,1,0,17,44,14,96,1875,1
2021/2/25 5:00,1,0,16,44,14,96,1867,1
2021/2/25 6:00,1,0,16,45,14,97,1865,1
2021/2/25 7:00,1,0,16,45,14,97,1876,1
2021/2/25 8:00,1,0,16,45,14,97,1889,1
2021/2/25 9:00,1,0,16,45,14,97,1880,1
2021/2/25 10:00,1,1068,16,45,14,97,1871,1
2021/2/25 11:00,1,2315,16,45,13,96,1721,1
2021/2/25 12:00,1,3273,16,45,13,96,1526,1
2021/2/25 13:00,1,2253,16,45,13,96,1393,1
2021/2/25 14:00,1,1931,16,44,13,96,1351,1
2021/2/25 15:00,1,1531,16,44,13,96,1345,1
2021/2/25 16:00,1,470,16,44,12,96,1368,1
2021/2/25 17:00,1,0,16,44,13,97,1444,1
2021/2/25 18:00,1,0,16,44,13,97,1506,1
2021/2/25 19:00,1,0,15,44,13,97,1553,1
2021/2/25 20:00,1,0,15,44,13,97,1604,1
2021/2/25 21:00,1,0,15,44,13,97,1655,1
2021/2/25 22:00,1,0,15,44,13,98,1688,1
2021/2/25 23:00,1,0,15,44,13,97,1710,1
2021/2/26 0:00,1,0,15,44,13,98,1728,1
2021/2/26 1:00,1,0,15,44,13,98,1776,1
2021/2/26 2:00,1,0,15,44,13,98,1828,1
2021/2/26 3:00,1,0,15,44,13,98,1896,1
2021/2/26 4:00,1,0,15,44,13,98,1948,1
2021/2/26 5:00,1,0,15,44,13,98,1981,1
2021/2/26 6:00,1,0,15,44,13,98,2019,1
2021/2/26 7:00,1,3,15,44,13,98,2085,1
2021/2/26 8:00,1,64,15,44,13,98,2034,1
2021/2/26 9:00,1,2765,15,44,13,96,1950,1
2021/2/26 10:00,1,6047,16,53,14,95,1593,1
2021/2/26 11:00,1,9182,16,55,16,93,1054,1
2021/2/26 12:00,1,15293,16,55,16,89,617,1
2021/2/26 13:00,1,14474,17,56,17,87,567,1
2021/2/26 14:00,1,10519,17,56,17,92,565,1
2021/2/26 15:00,1,5806,17,57,18,94,461,1
2021/2/26 16:00,1,950,17,57,17,96,509,1
2021/2/26 17:00,1,0,17,57,15,98,729,1
2021/2/26 18:00,1,0,17,57,15,98,902,1
2021/2/26 19:00,1,0,17,58,15,98,1051,1
2021/2/26 20:00,1,0,17,58,14,98,1205,1
2021/2/26 21:00,1,0,17,58,14,98,1336,1
2021/2/26 22:00,1,0,16,58,14,98,1482,1
2021/2/26 23:00,1,0,16,58,14,98,1583,1
2021/2/27 0:00,1,0,16,58,14,98,1677,1
2021/2/27 1:00,1,0,16,58,14,98,1759,1
2021/2/27 2:00,1,0,16,58,14,98,1821,1
2021/2/27 3:00,1,0,16,58,14,98,1895,1
2021/2/27 4:00,1,0,16,58,14,98,1967,1
2021/2/27 5:00,1,0,16,58,14,98,2042,1
2021/2/27 6:00,1,0,16,58,13,98,2120,1
2021/2/27 7:00,1,505,16,58,13,98,2201,1
2021/2/27 8:00,1,6312,16,58,16,96,2044,1
2021/2/27 9:00,1,5565,16,58,16,95,1715,1
2021/2/27 10:00,1,9359,16,58,19,95,1343,1
2021/2/27 11:00,1,15186,17,58,21,91,781,1
2021/2/27 12:00,1,35296,17,58,26,82,509,1
2021/2/27 13:00,1,42516,18,57,31,78,446,1
2021/2/27 14:00,1,35222,19,56,24,67,509,1
2021/2/27 15:00,1,22537,18,53,22,71,514,1
2021/2/27 16:00,1,12713,18,50,24,91,458,1
2021/2/27 17:00,1,1730,18,49,21,94,486,1
2021/2/27 18:00,1,0,18,49,19,97,748,1
2021/2/27 19:00,1,0,18,49,18,97,974,1
2021/2/27 20:00,1,0,18,49,17,97,1196,1
2021/2/27 21:00,1,0,18,49,17,97,1368,1
2021/2/27 22:00,1,0,18,49,17,97,1504,1
2021/2/27 23:00,1,0,18,49,16,97,1641,1
2021/2/28 0:00,1,0,18,49,16,97,1781,1
2021/2/28 1:00,1,0,18,49,16,97,1892,1
2021/2/28 2:00,1,0,18,49,16,98,2002,1
2021/2/28 3:00,1,0,18,49,16,98,2128,1
2021/2/28 4:00,1,0,17,49,16,98,2244,1
2021/2/28 5:00,1,0,17,49,16,98,2326,1
2021/2/28 6:00,1,0,17,49,16,98,2403,1
2021/2/28 7:00,1,0,17,50,16,98,2504,1
2021/2/28 8:00,1,2361,17,50,16,98,2488,1
2021/2/28 9:00,1,5177,17,50,18,97,2274,1
2021/2/28 10:00,1,6320,18,50,19,96,1881,1
2021/2/28 11:00,1,3870,18,50,17,94,1206,1
2021/2/28 12:00,1,4600,17,50,16,94,677,1
2021/2/28 13:00,1,3790,17,50,15,94,677,1
2021/2/28 14:00,1,1371,17,50,15,94,718,1
2021/2/28 15:00,1,1188,17,50,15,96,787,1
2021/2/28 16:00,1,472,17,50,15,97,907,1
2021/2/28 17:00,1,0,17,50,15,98,1079,1
2021/2/28 18:00,1,0,17,51,15,98,1258,1
2021/2/28 19:00,1,0,17,51,15,98,1423,1
2021/2/28 20:00,1,0,17,51,15,98,1566,1
2021/2/28 21:00,1,0,17,51,15,99,1707,1
2021/2/28 22:00,1,0,17,51,15,99,1833,1
2021/2/28 23:00,1,0,17,50,15,99,1951,1
2021/3/1 0:00,1,0,17,50,15,99,2080,1
2021/3/1 1:00,1,0,17,51,15,99,2180,1
2021/3/1 2:00,1,0,17,52,15,99,2234,1
2021/3/1 3:00,1,0,17,53,15,99,2284,1
2021/3/1 4:00,1,0,17,54,15,99,2331,1
2021/3/1 5:00,1,0,17,55,15,99,2349,1
2021/3/1 6:00,1,0,17,57,15,99,2394,1
2021/3/1 7:00,1,0,17,60,15,99,2389,1
2021/3/1 8:00,1,12,17,63,14,99,2283,1
2021/3/1 9:00,1,1842,16,65,14,98,2051,1
2021/3/1 10:00,1,2755,16,66,14,97,1832,1
2021/3/1 11:00,1,3849,16,67,14,97,1576,1
2021/3/1 12:00,1,2271,16,68,14,97,1341,1
2021/3/1 13:00,1,4094,16,72,14,97,1262,1
2021/3/1 14:00,1,3844,16,66,13,96,1080,1
2021/3/1 15:00,1,7354,16,56,15,96,864,1
2021/3/1 16:00,1,4259,16,51,15,96,732,1
2021/3/1 17:00,1,0,16,49,14,98,772,1
2021/3/1 18:00,1,0,16,48,14,98,921,1
2021/3/1 19:00,1,0,16,48,14,98,1061,1
2021/3/1 20:00,1,0,16,47,13,98,1217,1
2021/3/1 21:00,1,0,16,47,13,98,1333,1
2021/3/1 22:00,1,0,16,46,13,98,1438,1
2021/3/1 23:00,1,0,16,46,13,98,1513,1
2021/3/2 0:00,1,0,16,46,12,98,1581,1
2021/3/2 1:00,1,0,16,45,12,98,1645,1
2021/3/2 2:00,1,0,16,45,12,98,1712,1
2021/3/2 3:00,1,0,15,45,12,98,1762,1
2021/3/2 4:00,1,0,15,45,12,98,1790,1
2021/3/2 5:00,1,0,15,45,11,98,1779,1
2021/3/2 6:00,1,0,15,45,11,98,1761,1
2021/3/2 7:00,1,0,15,44,11,98,1738,1
2021/3/2 8:00,1,4742,15,44,12,98,1758,1
2021/3/2 9:00,1,31404,16,44,26,87,1306,1
2021/3/2 10:00,1,39381,17,45,30,81,538,1
2021/3/2 11:00,1,42056,17,45,29,78,471,1
2021/3/2 12:00,1,41207,18,46,28,77,477,1
2021/3/2 13:00,1,40307,19,46,28,80,487,1
2021/3/2 14:00,1,36215,19,46,28,80,477,1
2021/3/2 15:00,1,24572,19,46,24,79,511,1
2021/3/2 16:00,1,13070,19,46,20,86,531,1
2021/3/2 17:00,1,1845,19,45,19,94,552,1
2021/3/2 18:00,1,0,18,45,18,96,757,1
2021/3/2 19:00,1,0,18,45,17,97,953,1
2021/3/2 20:00,1,0,18,45,17,97,1140,1
2021/3/2 21:00,1,0,18,45,16,97,1309,1
2021/3/2 22:00,1,0,18,45,16,97,1454,1
2021/3/2 23:00,1,0,18,45,15,97,1579,1
2021/3/3 0:00,1,0,17,45,15,97,1677,1
2021/3/3 1:00,1,0,17,45,15,97,1758,1
2021/3/3 2:00,1,0,17,45,15,97,1845,1
2021/3/3 3:00,1,0,17,45,14,97,1919,1
2021/3/3 4:00,1,0,17,45,14,97,1979,1
2021/3/3 5:00,1,0,17,45,14,97,2057,1
2021/3/3 6:00,1,0,17,45,14,97,2131,1
2021/3/3 7:00,1,0,17,45,14,98,2193,1
2021/3/3 8:00,1,0,17,45,14,98,2275,1
2021/3/3 9:00,1,8020,17,45,16,97,2178,1
2021/3/3 10:00,1,21565,17,45,24,92,1338,1
2021/3/3 11:00,1,38234,18,46,29,81,604,1
2021/3/3 12:00,1,39455,18,46,29,76,492,1
2021/3/3 13:00,1,40109,18,47,29,77,490,1
2021/3/3 14:00,1,34703,18,54,26,75,498,1
2021/3/3 15:00,1,19737,19,57,22,76,515,1
2021/3/3 16:00,1,12186,19,57,22,88,478,1
2021/3/3 17:00,1,2080,19,58,20,94,500,1
2021/3/3 18:00,1,0,19,58,19,96,685,1
2021/3/3 19:00,1,0,0,0,0,0,0,1
2021/3/3 20:00,1,0,18,58,17,97,1198,1
2021/3/3 21:00,1,0,18,57,17,97,1365,1
2021/3/3 22:00,1,0,18,57,16,97,1515,1
2021/3/3 23:00,1,0,18,57,16,97,1652,1
2021/3/4 0:00,1,0,18,57,16,97,1762,1
2021/3/4 1:00,1,0,18,56,15,97,1880,1
2021/3/4 2:00,1,0,18,56,15,97,1974,1
2021/3/4 3:00,1,0,18,56,15,97,2067,1
2021/3/4 4:00,1,0,17,56,15,97,2143,1
2021/3/4 5:00,1,0,17,56,14,97,2225,1
2021/3/4 6:00,1,0,17,55,14,97,2297,1
2021/3/4 7:00,1,32,17,55,14,97,2346,1
2021/3/4 8:00,1,17730,17,55,20,93,1987,1
2021/3/4 9:00,1,29950,18,56,30,85,1081,1
2021/3/4 10:00,1,38763,18,57,29,79,549,1
2021/3/4 11:00,1,41630,19,57,28,76,523,1
2021/3/4 12:00,1,39314,19,57,29,77,526,1
2021/3/4 13:00,1,38908,20,58,30,78,512,1
2021/3/4 14:00,1,30332,20,58,27,76,528,1
2021/3/4 15:00,1,22050,20,57,23,74,541,1
2021/3/4 16:00,1,12249,20,56,24,90,500,1
2021/3/4 17:00,1,2062,20,56,22,94,517,1
2021/3/4 18:00,1,0,20,55,21,97,759,1
2021/3/4 19:00,1,0,20,55,20,97,998,1
2021/3/4 20:00,1,0,20,55,19,97,1233,1
2021/3/4 21:00,1,0,19,54,19,98,1421,1
2021/3/4 22:00,1,0,19,54,18,98,1603,1
2021/3/4 23:00,1,0,19,54,18,98,1752,1
2021/3/5 0:00,1,0,19,53,18,98,1888,1
2021/3/5 1:00,1,0,19,53,17,98,1998,1
2021/3/5 2:00,1,0,19,53,17,97,2107,1
2021/3/5 3:00,1,0,19,53,17,98,2212,1
2021/3/5 4:00,1,0,18,53,17,98,2329,1
2021/3/5 5:00,1,0,18,53,16,98,2406,1
2021/3/5 6:00,1,0,18,53,16,98,2475,1
2021/3/5 7:00,1,2180,18,52,17,98,2579,1
2021/3/5 8:00,1,14309,18,52,21,93,2306,1
2021/3/5 9:00,1,25349,19,53,28,88,1405,1
2021/3/5 10:00,1,27758,19,54,29,82,550,1
2021/3/5 11:00,1,21405,20,54,26,83,505,1
2021/3/5 12:00,1,22773,20,54,25,84,530,1
2021/3/5 13:00,1,28536,20,55,30,81,504,1
2021/3/5 14:00,1,16185,20,55,25,84,510,1
2021/3/5 15:00,1,16956,20,54,25,82,535,1
2021/3/5 16:00,1,10813,20,54,24,86,538,1
2021/3/5 17:00,1,1070,20,54,22,94,589,1
2021/3/5 18:00,1,0,20,54,21,97,829,1
2021/3/5 19:00,1,0,20,53,20,97,1074,1
2021/3/5 20:00,1,0,20,53,20,98,1319,1
2021/3/5 21:00,1,0,20,53,19,98,1530,1
2021/3/5 22:00,1,0,20,53,19,98,1678,1
2021/3/5 23:00,1,0,19,53,19,98,1823,1
2021/3/6 0:00,1,0,19,53,19,98,1925,1
2021/3/6 1:00,1,0,19,53,18,98,1957,1
2021/3/6 2:00,1,0,19,53,18,98,1976,1
2021/3/6 3:00,1,0,19,53,18,98,2002,1
2021/3/6 4:00,1,0,19,53,18,98,2050,1
2021/3/6 5:00,1,0,19,53,17,98,2026,1
2021/3/6 6:00,1,0,19,52,17,98,1955,1
2021/3/6 7:00,1,155,19,52,17,98,1925,1
2021/3/6 8:00,1,3260,18,52,16,96,1751,1
2021/3/6 9:00,1,4921,18,52,17,96,1320,1
2021/3/6 10:00,1,7117,18,52,18,95,990,1
2021/3/6 11:00,1,6806,18,52,16,93,725,1
2021/3/6 12:00,1,7560,18,51,14,93,651,1
2021/3/6 13:00,1,9050,18,51,15,92,630,1
2021/3/6 14:00,1,5962,17,51,14,92,639,1
2021/3/6 15:00,1,4276,17,50,15,94,648,1
2021/3/6 16:00,1,3048,17,51,16,95,659,1
2021/3/6 17:00,1,15,17,51,15,96,763,1
2021/3/6 18:00,1,0,17,51,15,98,940,1
2021/3/6 19:00,1,0,17,51,15,98,1090,1
2021/3/6 20:00,1,0,17,51,15,98,1253,1
2021/3/6 21:00,1,0,17,51,15,98,1383,1
2021/3/6 22:00,1,0,17,51,15,98,1477,1
2021/3/6 23:00,1,0,17,51,15,98,1569,1
2021/3/7 0:00,1,0,17,51,14,98,1667,1
2021/3/7 1:00,1,0,17,51,14,98,1743,1
2021/3/7 2:00,1,0,17,51,14,98,1789,1
2021/3/7 3:00,1,0,17,51,14,98,1834,1
2021/3/7 4:00,1,0,17,51,14,98,1880,1
2021/3/7 5:00,1,0,17,51,14,98,1919,1
2021/3/7 6:00,1,0,17,51,14,98,1962,1
2021/3/7 7:00,1,1265,17,51,14,98,2006,1
2021/3/7 8:00,1,13159,17,51,18,93,1693,1
2021/3/7 9:00,1,11912,17,52,21,94,998,1
2021/3/7 10:00,1,16963,17,52,23,93,559,1
2021/3/7 11:00,1,33348,18,53,28,88,427,1
2021/3/7 12:00,1,37152,19,54,33,87,415,1
2021/3/7 13:00,1,34358,20,56,33,87,419,1
2021/3/7 14:00,1,29705,20,56,27,78,487,1
2021/3/7 15:00,1,18087,20,55,24,85,510,1
2021/3/7 16:00,1,9772,19,55,20,85,555,1
2021/3/7 17:00,1,538,19,54,20,95,612,1
2021/3/7 18:00,1,0,19,54,19,97,841,1
2021/3/7 19:00,1,0,19,54,18,97,1047,1
2021/3/7 20:00,1,0,19,54,18,97,1245,1
2021/3/7 21:00,1,0,19,54,17,97,1414,1
2021/3/7 22:00,1,0,18,54,17,98,1560,1
2021/3/7 23:00,1,0,18,54,16,98,1678,1
2021/3/8 0:00,1,0,18,53,16,98,1777,1
2021/3/8 1:00,1,0,18,53,16,98,1880,1
2021/3/8 2:00,1,0,18,53,16,98,1957,1
2021/3/8 3:00,1,0,18,53,15,98,2045,1
2021/3/8 4:00,1,0,18,53,15,98,2124,1
2021/3/8 5:00,1,0,18,53,15,98,2202,1
2021/3/8 6:00,1,0,18,53,15,98,2268,1
2021/3/8 7:00,1,1317,17,53,15,98,2341,1
2021/3/8 8:00,1,12293,18,53,19,94,2108,1
2021/3/8 9:00,1,23168,18,54,26,87,1235,1
2021/3/8 10:00,1,30553,18,54,25,82,524,1
2021/3/8 11:00,1,38305,19,55,27,78,502,1
2021/3/8 12:00,1,34435,19,55,27,75,502,1
2021/3/8 13:00,1,26157,19,55,26,80,482,1
2021/3/8 14:00,1,17690,19,55,22,81,495,1
2021/3/8 15:00,1,12695,19,54,22,87,495,1
2021/3/8 16:00,1,3380,19,54,19,91,564,1
2021/3/8 17:00,1,573,19,54,19,95,709,1
2021/3/8 18:00,1,0,19,54,19,97,906,1
2021/3/8 19:00,1,0,19,54,19,98,1127,1
2021/3/8 20:00,1,0,19,54,18,98,1325,1
2021/3/8 21:00,1,0,19,54,18,98,1486,1
2021/3/8 22:00,1,0,19,54,18,98,1636,1
2021/3/8 23:00,1,0,18,54,17,98,1774,1
2021/3/9 0:00,1,0,18,54,17,98,1894,1
2021/3/9 1:00,1,0,18,54,17,98,1994,1
2021/3/9 2:00,1,0,18,54,17,99,2123,1
2021/3/9 3:00,1,0,18,54,16,99,2250,1
2021/3/9 4:00,1,0,18,54,16,99,2350,1
2021/3/9 5:00,1,0,18,54,16,99,2467,1
2021/3/9 6:00,1,0,18,54,16,99,2546,1
2021/3/9 7:00,1,0,18,54,16,99,2620,1
2021/3/9 8:00,1,2825,18,54,16,98,2591,1
2021/3/9 9:00,1,6415,18,54,17,95,1834,1
2021/3/9 10:00,1,11122,18,54,19,94,665,1
2021/3/9 11:00,1,14262,18,54,20,93,576,1
2021/3/9 12:00,1,11770,18,54,21,92,557,1
2021/3/9 13:00,1,8114,18,54,19,93,594,1
2021/3/9 14:00,1,5467,18,54,18,93,589,1
2021/3/9 15:00,1,4685,18,54,17,93,647,1
2021/3/9 16:00,1,1939,18,54,18,97,634,1
2021/3/9 17:00,1,156,18,54,17,97,784,1
2021/3/9 18:00,1,0,18,54,17,98,970,1
2021/3/9 19:00,1,0,18,54,17,99,1164,1
2021/3/9 20:00,1,0,18,54,17,99,1333,1
2021/3/9 21:00,1,0,18,54,16,99,1475,1
2021/3/9 22:00,1,0,18,54,16,99,1617,1
2021/3/9 23:00,1,0,18,54,15,98,1738,1
2021/3/10 0:00,1,0,18,54,15,98,1855,1
2021/3/10 1:00,1,0,17,54,15,98,1941,1
2021/3/10 2:00,1,0,17,54,15,98,2010,1
2021/3/10 3:00,1,0,17,54,15,98,2089,1
2021/3/10 4:00,1,0,17,54,15,98,2174,1
2021/3/10 5:00,1,0,17,54,15,98,2231,1
2021/3/10 6:00,1,0,17,54,15,98,2280,1
2021/3/10 7:00,1,0,17,54,15,98,2325,1
2021/3/10 8:00,1,1013,17,54,15,99,2390,1
2021/3/10 9:00,1,25769,17,55,26,91,1941,1
2021/3/10 10:00,1,35969,18,56,28,83,613,1
2021/3/10 11:00,1,34172,19,57,28,81,519,1
2021/3/10 12:00,1,38120,19,58,28,76,522,1
2021/3/10 13:00,1,30607,19,58,27,76,519,1
2021/3/10 14:00,1,26873,20,58,24,72,528,1
2021/3/10 15:00,1,14070,19,57,21,78,545,1
2021/3/10 16:00,1,7962,19,56,20,88,559,1
2021/3/10 17:00,1,2270,19,56,20,93,582,1
2021/3/10 18:00,1,0,19,56,19,97,761,1
2021/3/10 19:00,1,0,19,56,18,97,977,1
2021/3/10 20:00,1,0,19,56,18,98,1182,1
2021/3/10 21:00,1,0,19,56,18,98,1352,1
2021/3/10 22:00,1,0,18,56,18,98,1507,1
2021/3/10 23:00,1,0,18,56,17,98,1653,1
2021/3/11 0:00,1,0,18,56,17,98,1775,1
2021/3/11 1:00,1,0,18,56,17,99,1874,1
2021/3/11 2:00,1,0,18,56,17,99,1977,1
2021/3/11 3:00,1,0,18,56,17,99,2074,1
2021/3/11 4:00,1,0,18,56,17,99,2200,1
2021/3/11 5:00,1,0,18,56,17,99,2292,1
2021/3/11 6:00,1,0,18,56,17,99,2369,1
2021/3/11 7:00,1,500,18,56,16,99,2447,1
2021/3/11 8:00,1,2592,18,56,16,97,2353,1
2021/3/11 9:00,1,1788,18,56,16,97,2115,1
2021/3/11 10:00,1,2842,18,56,16,97,1936,1
2021/3/11 11:00,1,3514,18,56,15,96,1509,1
2021/3/11 12:00,1,4826,18,56,17,96,1184,1
2021/3/11 13:00,1,3831,18,56,17,96,960,1
2021/3/11 14:00,1,6927,18,56,17,96,837,1
2021/3/11 15:00,1,6830,18,57,20,96,545,1
2021/3/11 16:00,1,4396,18,57,19,97,494,1
2021/3/11 17:00,1,20,18,57,18,98,588,1
2021/3/11 18:00,1,0,18,57,17,99,797,1
2021/3/11 19:00,1,0,18,57,16,99,989,1
2021/3/11 20:00,1,0,18,57,16,99,1166,1
2021/3/11 21:00,1,0,18,57,16,99,1316,1
2021/3/11 22:00,1,0,17,57,16,99,1447,1
2021/3/11 23:00,1,0,17,56,16,99,1585,1
2021/3/12 0:00,1,0,17,57,16,99,1691,1
2021/3/12 1:00,1,0,17,57,15,99,1794,1
2021/3/12 2:00,1,0,17,56,15,99,1888,1
2021/3/12 3:00,1,0,17,57,15,99,1965,1
2021/3/12 4:00,1,0,17,56,15,99,2057,1
2021/3/12 5:00,1,0,17,57,14,99,2137,1
